站点编号,时间,出力(MW)
f1,2023-5-1 0:00,6.415850885307752
f1,2023-5-1 0:15,6.509166784159567
f1,2023-5-1 0:30,6.730556944112999
f1,2023-5-1 0:45,6.891242222026641
f1,2023-5-1 1:00,7.613382151869168
f1,2023-5-1 1:15,8.315034595973168
f1,2023-5-1 1:30,8.383934020529383
f1,2023-5-1 1:45,7.534515858805289
f1,2023-5-1 2:00,7.469056456464601
f1,2023-5-1 2:15,7.142196190000349
f1,2023-5-1 2:30,7.375825537201893
f1,2023-5-1 2:45,7.612090677985872
f1,2023-5-1 3:00,7.7799774566829765
f1,2023-5-1 3:15,8.278935229820423
f1,2023-5-1 3:30,8.359703690488542
f1,2023-5-1 3:45,8.239938972987282
f1,2023-5-1 4:00,8.328305721489045
f1,2023-5-1 4:15,9.436228347294323
f1,2023-5-1 4:30,9.94472867865723
f1,2023-5-1 4:45,10.12410371247698
f1,2023-5-1 5:00,10.386433515679402
f1,2023-5-1 5:15,10.72316305392635
f1,2023-5-1 5:30,10.598154706058612
f1,2023-5-1 5:45,10.255084944750738
f1,2023-5-1 6:00,10.357043174644371
f1,2023-5-1 6:15,9.998579346369501
f1,2023-5-1 6:30,9.835070514492477
f1,2023-5-1 6:45,10.01517921676297
f1,2023-5-1 7:00,10.420481303635356
f1,2023-5-1 7:15,10.378392022252584
f1,2023-5-1 7:30,10.223301598887756
f1,2023-5-1 7:45,10.914709472408205
f1,2023-5-1 8:00,10.798540171351458
f1,2023-5-1 8:15,10.887992785210656
f1,2023-5-1 8:30,10.70253611621451
f1,2023-5-1 8:45,10.421153768316632
f1,2023-5-1 9:00,10.409161558369084
f1,2023-5-1 9:15,10.653160057734459
f1,2023-5-1 9:30,10.538092987214354
f1,2023-5-1 9:45,9.947441243696836
f1,2023-5-1 10:00,9.56770614690802
f1,2023-5-1 10:15,9.459043403733876
f1,2023-5-1 10:30,8.690202086173779
f1,2023-5-1 10:45,7.512577361289507
f1,2023-5-1 11:00,7.038175704652229
f1,2023-5-1 11:15,6.216742925310801
f1,2023-5-1 11:30,6.184120908313855
f1,2023-5-1 11:45,6.03997168601295
f1,2023-5-1 12:00,5.505793120759792
f1,2023-5-1 12:15,5.489193483577438
f1,2023-5-1 12:30,5.492317321943677
f1,2023-5-1 12:45,5.448112249427382
f1,2023-5-1 13:00,5.280403521048886
f1,2023-5-1 13:15,5.666252322691806
f1,2023-5-1 13:30,5.865190859242656
f1,2023-5-1 13:45,6.449170147431349
f1,2023-5-1 14:00,6.556242539909141
f1,2023-5-1 14:15,6.212454106834653
f1,2023-5-1 14:30,6.069673085863724
f1,2023-5-1 14:45,5.863101591635426
f1,2023-5-1 15:00,4.769655010847317
f1,2023-5-1 15:15,4.566442664150999
f1,2023-5-1 15:30,4.506508364696047
f1,2023-5-1 15:45,4.545739657559238
f1,2023-5-1 16:00,4.827036222090931
f1,2023-5-1 16:15,5.309277963096593
f1,2023-5-1 16:30,6.002156494158626
f1,2023-5-1 16:45,6.532623059037803
f1,2023-5-1 17:00,6.96350727644806
f1,2023-5-1 17:15,7.570638415990348
f1,2023-5-1 17:30,7.946467071811821
f1,2023-5-1 17:45,8.181676228842079
f1,2023-5-1 18:00,8.128342556058321
f1,2023-5-1 18:15,8.276226415318009
f1,2023-5-1 18:30,8.517010966350743
f1,2023-5-1 18:45,8.744319189139663
f1,2023-5-1 19:00,9.130275319905559
f1,2023-5-1 19:15,9.742256933433373
f1,2023-5-1 19:30,10.432933204340564
f1,2023-5-1 19:45,10.334625027085561
f1,2023-5-1 20:00,9.87725913389986
f1,2023-5-1 20:15,9.998773152265995
f1,2023-5-1 20:30,9.882501715308916
f1,2023-5-1 20:45,9.94000231035917
f1,2023-5-1 21:00,10.658857289661064
f1,2023-5-1 21:15,10.917627535699676
f1,2023-5-1 21:30,10.5566451009662
f1,2023-5-1 21:45,10.605756713675675
f1,2023-5-1 22:00,10.812223062541849
f1,2023-5-1 22:15,10.946121898742565
f1,2023-5-1 22:30,10.444859177317802
f1,2023-5-1 22:45,10.094483545018939
