站点编号,时间,出力(MW)
f1,2023-5-1 0:00,5.559558082358674
f1,2023-5-1 0:15,5.8279567194566955
f1,2023-5-1 0:30,5.929638063859218
f1,2023-5-1 0:45,6.2213637002277355
f1,2023-5-1 1:00,6.672974285625116
f1,2023-5-1 1:15,7.78027328477315
f1,2023-5-1 1:30,7.777007880709173
f1,2023-5-1 1:45,6.833089994934376
f1,2023-5-1 2:00,7.1734192744978165
f1,2023-5-1 2:15,7.256045866292139
f1,2023-5-1 2:30,7.215774891564475
f1,2023-5-1 2:45,7.558982503138029
f1,2023-5-1 3:00,8.343821700161485
f1,2023-5-1 3:15,8.06174448596855
f1,2023-5-1 3:30,8.262322694089889
f1,2023-5-1 3:45,7.963801596768528
f1,2023-5-1 4:00,8.23016952720274
f1,2023-5-1 4:15,8.385282934805216
f1,2023-5-1 4:30,9.619853180193006
f1,2023-5-1 4:45,8.985372923636831
f1,2023-5-1 5:00,9.045950479233106
f1,2023-5-1 5:15,9.170589371438021
f1,2023-5-1 5:30,9.13396538491467
f1,2023-5-1 5:45,9.020696496557237
f1,2023-5-1 6:00,9.354095275323635
f1,2023-5-1 6:15,9.399804983265867
f1,2023-5-1 6:30,9.303656099150693
f1,2023-5-1 6:45,9.48384568260364
f1,2023-5-1 7:00,9.625439691918864
f1,2023-5-1 7:15,9.697883946257573
f1,2023-5-1 7:30,9.62488088156152
f1,2023-5-1 7:45,9.731722755609404
f1,2023-5-1 8:00,9.490228191260424
f1,2023-5-1 8:15,9.028953270755387
f1,2023-5-1 8:30,9.056638093176833
f1,2023-5-1 8:45,9.043495057920724
f1,2023-5-1 9:00,9.085413554024658
f1,2023-5-1 9:15,9.568816651726419
f1,2023-5-1 9:30,9.522292406516444
f1,2023-5-1 9:45,9.170207262361204
f1,2023-5-1 10:00,8.523603708036063
f1,2023-5-1 10:15,7.999396400800075
f1,2023-5-1 10:30,7.47279926403623
f1,2023-5-1 10:45,6.6935788423554445
f1,2023-5-1 11:00,6.6163411419701355
f1,2023-5-1 11:15,6.470115585399549
f1,2023-5-1 11:30,6.427807535328558
f1,2023-5-1 11:45,7.120942835018763
f1,2023-5-1 12:00,6.642859921981109
f1,2023-5-1 12:15,7.815615776826717
f1,2023-5-1 12:30,8.373938474126394
f1,2023-5-1 12:45,7.989617984393421
f1,2023-5-1 13:00,7.343042254266747
f1,2023-5-1 13:15,7.345465308146637
f1,2023-5-1 13:30,6.957735732630731
f1,2023-5-1 13:45,7.392406742153663
f1,2023-5-1 14:00,6.7762690536071215
f1,2023-5-1 14:15,6.676859724178304
f1,2023-5-1 14:30,7.13705795298627
f1,2023-5-1 14:45,7.246865614540773
f1,2023-5-1 15:00,7.313700078351578
f1,2023-5-1 15:15,6.903597382807302
f1,2023-5-1 15:30,6.217728950970855
f1,2023-5-1 15:45,6.271748180618047
f1,2023-5-1 16:00,5.968863681351066
f1,2023-5-1 16:15,6.173409865864007
f1,2023-5-1 16:30,6.497589609093221
f1,2023-5-1 16:45,6.912008960812922
f1,2023-5-1 17:00,7.456276423922141
f1,2023-5-1 17:15,8.21467112813191
f1,2023-5-1 17:30,8.52137472499269
f1,2023-5-1 17:45,8.876677789325276
f1,2023-5-1 18:00,9.273364342088167
f1,2023-5-1 18:15,9.454721387644195
f1,2023-5-1 18:30,9.079771024002183
f1,2023-5-1 18:45,9.52953706274446
f1,2023-5-1 19:00,9.735812301295079
f1,2023-5-1 19:15,9.824595303331675
f1,2023-5-1 19:30,10.218660021805494
f1,2023-5-1 19:45,9.894865190784913
f1,2023-5-1 20:00,10.029898510293728
f1,2023-5-1 20:15,10.248451919643184
f1,2023-5-1 20:30,10.262290528622211
f1,2023-5-1 20:45,10.030410432472358
f1,2023-5-1 21:00,10.316113371696801
f1,2023-5-1 21:15,9.772557173107293
f1,2023-5-1 21:30,9.646524477073179
f1,2023-5-1 21:45,10.113538561365075
f1,2023-5-1 22:00,10.163640879196006
f1,2023-5-1 22:15,10.675690632636663
f1,2023-5-1 22:30,10.608679792656355
f1,2023-5-1 22:45,10.485105753585419
f1,2023-5-1 23:00,10.08729936581778
f1,2023-5-1 23:15,11.19736129339868
f1,2023-5-1 23:30,12.71790570053944
f1,2023-5-1 23:45,13.644018996578636
f1,2023-5-2 0:00,16.0743792402464
f1,2023-5-2 0:15,17.011199706803076
f1,2023-5-2 0:30,17.79538996938862
f1,2023-5-2 0:45,17.753988107755042
f1,2023-5-2 1:00,19.020131569676195
f1,2023-5-2 1:15,19.42408212384823
f1,2023-5-2 1:30,19.725819928529933
f1,2023-5-2 1:45,21.281459130306303
f1,2023-5-2 2:00,21.073889414521595
f1,2023-5-2 2:15,21.509734384609352
f1,2023-5-2 2:30,21.632946565376628
f1,2023-5-2 2:45,21.321026773688693
f1,2023-5-2 3:00,20.767021299765872
f1,2023-5-2 3:15,20.266648484522417
f1,2023-5-2 3:30,20.088374623812896
f1,2023-5-2 3:45,20.627732654208387
f1,2023-5-2 4:00,20.27439326942877
f1,2023-5-2 4:15,20.587119670984798
f1,2023-5-2 4:30,20.86517110737683
f1,2023-5-2 4:45,20.713978314041842
f1,2023-5-2 5:00,20.644583717321964
f1,2023-5-2 5:15,20.21772670817395
f1,2023-5-2 5:30,20.22208136951547
f1,2023-5-2 5:45,19.985982418619038
f1,2023-5-2 6:00,20.051225416729412
f1,2023-5-2 6:15,19.753646130999424
f1,2023-5-2 6:30,20.06693635016498
f1,2023-5-2 6:45,20.283945634781958
f1,2023-5-2 7:00,19.35857486741485
f1,2023-5-2 7:15,19.493875459002986
f1,2023-5-2 7:30,19.425322826381333
f1,2023-5-2 7:45,19.518754339732112
f1,2023-5-2 8:00,20.188452880146418
f1,2023-5-2 8:15,21.63544142344471
f1,2023-5-2 8:30,21.163998930273078
f1,2023-5-2 8:45,21.834678407863677
f1,2023-5-2 9:00,21.85236232882516
f1,2023-5-2 9:15,21.19468247083151
f1,2023-5-2 9:30,20.628438833376812
f1,2023-5-2 9:45,20.376714128448192
f1,2023-5-2 10:00,19.778326865016098
f1,2023-5-2 10:15,19.132646227929357
f1,2023-5-2 10:30,17.71707278580446
f1,2023-5-2 10:45,17.495320658696738
f1,2023-5-2 11:00,17.52511108522853
f1,2023-5-2 11:15,17.354338522297674
f1,2023-5-2 11:30,17.19069849822966
f1,2023-5-2 11:45,17.448884125606263
f1,2023-5-2 12:00,17.865578833114057
f1,2023-5-2 12:15,18.825194404305016
f1,2023-5-2 12:30,18.855226212791074
f1,2023-5-2 12:45,19.005030210710782
f1,2023-5-2 13:00,19.051584902155554
f1,2023-5-2 13:15,18.84723585814742
f1,2023-5-2 13:30,18.37417189965152
f1,2023-5-2 13:45,18.23610216164789
f1,2023-5-2 14:00,17.832630651982868
f1,2023-5-2 14:15,17.108153605074968
f1,2023-5-2 14:30,16.540415333842645
f1,2023-5-2 14:45,15.409777326010737
f1,2023-5-2 15:00,14.974510512692408
f1,2023-5-2 15:15,14.797749814225252
f1,2023-5-2 15:30,14.58503248111482
f1,2023-5-2 15:45,14.562374975731839
f1,2023-5-2 16:00,14.545891644498663
f1,2023-5-2 16:15,14.975696573391247
f1,2023-5-2 16:30,15.239621593860853
f1,2023-5-2 16:45,14.941252737835415
f1,2023-5-2 17:00,14.972858995433949
f1,2023-5-2 17:15,15.228584229254043
f1,2023-5-2 17:30,15.272690563302469
f1,2023-5-2 17:45,15.368326958346223
f1,2023-5-2 18:00,15.434813403512827
f1,2023-5-2 18:15,15.56296241761537
f1,2023-5-2 18:30,15.251210011969349
f1,2023-5-2 18:45,15.390245409781533
f1,2023-5-2 19:00,15.229730949655913
f1,2023-5-2 19:15,15.508622018683354
f1,2023-5-2 19:30,15.30642950300934
f1,2023-5-2 19:45,15.283053188245308
f1,2023-5-2 20:00,14.454133797647009
f1,2023-5-2 20:15,14.1463704345734
f1,2023-5-2 20:30,13.958884253673606
f1,2023-5-2 20:45,13.722658693807988
