站点编号,时间,出力(MW)
f1,2023-5-1 0:00,6.538574876187123
f1,2023-5-1 0:15,7.0525307614576365
f1,2023-5-1 0:30,7.34834435522928
f1,2023-5-1 0:45,7.130904808339416
f1,2023-5-1 1:00,7.643344334758316
f1,2023-5-1 1:15,7.9951171295183405
f1,2023-5-1 1:30,7.968713584653992
f1,2023-5-1 1:45,7.1628306084152715
f1,2023-5-1 2:00,6.995419998459793
f1,2023-5-1 2:15,7.036005423902887
f1,2023-5-1 2:30,7.323248497353999
f1,2023-5-1 2:45,8.174715280718956
f1,2023-5-1 3:00,8.012926546300745
f1,2023-5-1 3:15,8.252390684808883
f1,2023-5-1 3:30,8.308838395214108
f1,2023-5-1 3:45,7.811137864436852
f1,2023-5-1 4:00,8.528449455468854
f1,2023-5-1 4:15,8.557128048875732
f1,2023-5-1 4:30,9.922231564872403
f1,2023-5-1 4:45,8.63016291121749
f1,2023-5-1 5:00,8.849642159985954
f1,2023-5-1 5:15,9.128924122883515
f1,2023-5-1 5:30,8.680569192144247
f1,2023-5-1 5:45,8.460331614220284
f1,2023-5-1 6:00,8.905594701506377
f1,2023-5-1 6:15,9.001208897403421
f1,2023-5-1 6:30,9.14270548630023
f1,2023-5-1 6:45,9.47627471290237
f1,2023-5-1 7:00,9.754226991717879
f1,2023-5-1 7:15,9.914757507063609
f1,2023-5-1 7:30,9.664906837706148
f1,2023-5-1 7:45,9.927531570014832
f1,2023-5-1 8:00,9.84094615301511
f1,2023-5-1 8:15,9.653846401955482
f1,2023-5-1 8:30,9.39480470454627
f1,2023-5-1 8:45,9.110850352930719
f1,2023-5-1 9:00,9.225982767702174
f1,2023-5-1 9:15,9.424858211603457
f1,2023-5-1 9:30,9.561902332671842
f1,2023-5-1 9:45,9.214719474276773
f1,2023-5-1 10:00,8.009090406184766
f1,2023-5-1 10:15,7.353751440994262
f1,2023-5-1 10:30,6.8844639874682345
f1,2023-5-1 10:45,5.879672394744296
f1,2023-5-1 11:00,4.9368380155384655
f1,2023-5-1 11:15,5.01167346842302
f1,2023-5-1 11:30,5.024457062517149
f1,2023-5-1 11:45,5.562811270790134
f1,2023-5-1 12:00,5.628158278166089
f1,2023-5-1 12:15,5.823352471987169
f1,2023-5-1 12:30,6.098011829171369
f1,2023-5-1 12:45,6.269190980461522
f1,2023-5-1 13:00,5.944834749987547
f1,2023-5-1 13:15,6.1775842446092195
f1,2023-5-1 13:30,5.815367259981285
f1,2023-5-1 13:45,6.3583869694078246
