站点编号,时间,出力(MW)
f1,2023-5-1 0:00,6.347424106774421
f1,2023-5-1 0:15,6.843870738741154
f1,2023-5-1 0:30,7.150925921237915
f1,2023-5-1 0:45,7.219147339879099
f1,2023-5-1 1:00,7.2791828733729345
f1,2023-5-1 1:15,8.133123246840041
f1,2023-5-1 1:30,7.954125587821919
f1,2023-5-1 1:45,6.98828784646132
f1,2023-5-1 2:00,7.689986988285607
f1,2023-5-1 2:15,7.650065648214
f1,2023-5-1 2:30,7.986068425999949
f1,2023-5-1 2:45,8.483919339153672
f1,2023-5-1 3:00,8.550476595327565
f1,2023-5-1 3:15,9.526307727837226
f1,2023-5-1 3:30,9.55947685580467
f1,2023-5-1 3:45,9.774574359398587
f1,2023-5-1 4:00,9.504361061276803
f1,2023-5-1 4:15,9.809744110119524
f1,2023-5-1 4:30,10.703417703478587
f1,2023-5-1 4:45,10.220783711900298
f1,2023-5-1 5:00,10.428864070901218
f1,2023-5-1 5:15,10.697119175291567
f1,2023-5-1 5:30,10.696011536545198
f1,2023-5-1 5:45,10.509137026999873
f1,2023-5-1 6:00,10.736505299545064
f1,2023-5-1 6:15,10.878088867319276
f1,2023-5-1 6:30,10.995253721130126
f1,2023-5-1 6:45,11.25690994598478
f1,2023-5-1 7:00,11.230770230279102
f1,2023-5-1 7:15,11.65630875410063
f1,2023-5-1 7:30,11.156002467731962
f1,2023-5-1 7:45,10.983233719659156
f1,2023-5-1 8:00,11.513928420566135
f1,2023-5-1 8:15,11.374957346148397
f1,2023-5-1 8:30,10.907283101644083
f1,2023-5-1 8:45,10.502945894201485
f1,2023-5-1 9:00,10.18651370383454
f1,2023-5-1 9:15,10.343760352606383
f1,2023-5-1 9:30,10.394102881589022
f1,2023-5-1 9:45,10.081266905563641
f1,2023-5-1 10:00,10.08735934695899
f1,2023-5-1 10:15,9.490090632161865
f1,2023-5-1 10:30,9.397807768776486
f1,2023-5-1 10:45,8.611874753930644
f1,2023-5-1 11:00,6.956390181877212
f1,2023-5-1 11:15,7.125681148489428
f1,2023-5-1 11:30,7.455273424752523
f1,2023-5-1 11:45,7.882485711420879
